Inference,Device,Model
"5.29886507988
",Mobile,Bert
"4.98453712463
",Mobile,Bert
"4.8766169548
",Mobile,Bert
"5.65257406235
",Mobile,Bert
"4.57622814178
",Mobile,Bert
"5.2310500145
",Mobile,Bert
"4.35836386681
",Mobile,Bert
"5.01599812508
",Mobile,Bert
"5.11230111122
",Mobile,Bert
"4.8980410099
",Mobile,Bert
"4.80106902122
",Mobile,Bert
"5.10000801086
",Mobile,Bert
"4.87200403214
",Mobile,Bert
"4.6031191349
",Mobile,Bert
"4.70941615105
",Mobile,Bert
"5.22820520401
",Mobile,Bert
"5.3730430603
",Mobile,Bert
"4.89897704124
",Mobile,Bert
"4.94740104675
",Mobile,Bert
"4.85637998581
",Mobile,Bert
"5.03490781784
",Mobile,Bert
"5.34370613098
",Mobile,Bert
"5.03861880302
",Mobile,Bert
"4.75506901741
",Mobile,Bert
"5.12761306763
",Mobile,Bert
"5.36574578285
",Mobile,Bert
"4.46218705177
",Mobile,Bert
"4.86072206497
",Mobile,Bert
"4.56879901886
",Mobile,Bert
"4.61127400398
",Mobile,Bert
"4.78510594368
",Mobile,Bert
"5.12644505501
",Mobile,Bert
"5.27590608597
",Mobile,Bert
"4.8733959198
",Mobile,Bert
"5.12544822693
",Mobile,Bert
"5.38932299614
",Mobile,Bert
"5.19221496582
",Mobile,Bert
"5.21756505966
",Mobile,Bert
"5.34225106239
",Mobile,Bert
"5.69992804527
",Mobile,Bert
"5.61660599709
",Mobile,Bert
"4.6237180233
",Mobile,Bert
"5.17699193954
",Mobile,Bert
"4.79097318649
",Mobile,Bert
"5.41421985626
",Mobile,Bert
"4.81448221207
",Mobile,Bert
"5.4625480175
",Mobile,Bert
"5.24846601486
",Mobile,Bert
"5.30393695831
",Mobile,Bert
"5.78011417389
",Mobile,Bert
"4.94522595406
",Mobile,Bert
"4.74407696724
",Mobile,Bert
"5.19949102402
",Mobile,Bert
"4.96434998512
",Mobile,Bert
"4.62369298935
",Mobile,Bert
"5.31463003159
",Mobile,Bert
"5.09720182419
",Mobile,Bert
"5.01539707184
",Mobile,Bert
"5.06710505486
",Mobile,Bert
"5.38850402832
",Mobile,Bert
"5.20961499214
",Mobile,Bert
"5.88489198685
",Mobile,Bert
"4.6564540863
",Mobile,Bert
"5.44063997269
",Mobile,Bert
"4.82286596298
",Mobile,Bert
"5.1398601532
",Mobile,Bert
"4.52616500854
",Mobile,Bert
"4.81393504143
",Mobile,Bert
"4.49696397781
",Mobile,Bert
"5.52741289139
",Mobile,Bert
"5.17929983139
",Mobile,Bert
"4.99990701675
",Mobile,Bert
"6.12351298332
",Mobile,Bert
"5.24596214294
",Mobile,Bert
"4.54741191864
",Mobile,Bert
"6.37502503395
",Mobile,Bert
"5.17604804039
",Mobile,Bert
"4.90304398537
",Mobile,Bert
"4.92407989502
",Mobile,Bert
"5.16727495193
",Mobile,Bert
"5.3621931076
",Mobile,Bert
"5.36847305298
",Mobile,Bert
"5.80656909943
",Mobile,Bert
"5.13198804855
",Mobile,Bert
"5.88712191582
",Mobile,Bert
"5.37635803223
",Mobile,Bert
"4.8468170166
",Mobile,Bert
"4.98062896729
",Mobile,Bert
"4.75577998161
",Mobile,Bert
"5.14838600159
",Mobile,Bert
"5.21348214149
",Mobile,Bert
"5.02992010117
",Mobile,Bert
"5.70545601845
",Mobile,Bert
"5.09338998795
",Mobile,Bert
"4.7219889164
",Mobile,Bert
"5.24941396713
",Mobile,Bert
"5.63200283051
",Mobile,Bert
"4.59685778618
",Mobile,Bert
"5.28161787987
",Mobile,Bert
"4.8867380619
",Mobile,Bert
"4.91018295288
",Mobile,Bert
"5.21426200867
",Mobile,Bert
"6.1688439846
",Mobile,Bert
"5.21277689934
",Mobile,Bert
"4.70845103264
",Mobile,Bert
"4.84275698662
",Mobile,Bert
"5.20949196815
",Mobile,Bert
"4.68360590935
",Mobile,Bert
"5.12141489983
",Mobile,Bert
"5.07043004036
",Mobile,Bert
"4.73117303848
",Mobile,Bert
"6.69966292381
",Mobile,Bert
"4.90000295639
",Mobile,Bert
"4.89358401299
",Mobile,Bert
"4.87080216408
",Mobile,Bert
"5.32601904869
",Mobile,Bert
"5.36586380005
",Mobile,Bert
"4.49290180206
",Mobile,Bert
"5.21362709999
",Mobile,Bert
"5.70403885841
",Mobile,Bert
"4.86783909798
",Mobile,Bert
"5.41165208817
",Mobile,Bert
"4.67808008194
",Mobile,Bert
"6.99996113777
",Mobile,Bert
"4.78545689583
",Mobile,Bert
"4.98580598831
",Mobile,Bert
"5.02541208267
",Mobile,Bert
"5.18811583519
",Mobile,Bert
"4.69298195839
",Mobile,Bert
"5.0643351078
",Mobile,Bert
"4.7048830986
",Mobile,Bert
"5.07382082939
",Mobile,Bert
"5.22318100929
",Mobile,Bert
"5.19730997086
",Mobile,Bert
"5.48771309853
",Mobile,Bert
"5.1155230999
",Mobile,Bert
"4.97516489029
",Mobile,Bert
"5.21648406982
",Mobile,Bert
"4.66974592209
",Mobile,Bert
"5.49842000008
",Mobile,Bert
"5.59636306763
",Mobile,Bert
"5.58393287659
",Mobile,Bert
"5.63935995102
",Mobile,Bert
"5.16078495979
",Mobile,Bert
"5.29689192772
",Mobile,Bert
"5.42170095444
",Mobile,Bert
"5.68103313446
",Mobile,Bert
"5.21285510063
",Mobile,Bert
"7.07405614853
",Mobile,Bert
"5.39961290359
",Mobile,Bert
"5.12714982033
",Mobile,Bert
"6.12239718437
",Mobile,Bert
"4.71545004845
",Mobile,Bert
"9.22834181786
",Mobile,Bert
"5.02046513557
",Mobile,Bert
"5.17702889442
",Mobile,Bert
"7.00924181938
",Mobile,Bert
"5.70079278946
",Mobile,Bert
"5.12280702591
",Mobile,Bert
"5.03473114967
",Mobile,Bert
"5.44450092316
",Mobile,Bert
"5.20282411575
",Mobile,Bert
"5.36683988571
",Mobile,Bert
"4.73847413063
",Mobile,Bert
"5.30616211891
",Mobile,Bert
"5.39703702927
",Mobile,Bert
"5.24516105652
",Mobile,Bert
"5.22364401817
",Mobile,Bert
"5.00622296333
",Mobile,Bert
"5.41040992737
",Mobile,Bert
"5.68651890755
",Mobile,Bert
"5.69963788986
",Mobile,Bert
"5.28837800026
",Mobile,Bert
"5.52270507812
",Mobile,Bert
"4.6804690361
",Mobile,Bert
"9.20041799545
",Mobile,Bert
"5.32529592514
",Mobile,Bert
"5.28903579712
",Mobile,Bert
"4.99670481682
",Mobile,Bert
"6.49901509285
",Mobile,Bert
"4.98040390015
",Mobile,Bert
"7.42548084259
",Mobile,Bert
"5.07925701141
",Mobile,Bert
"5.08942317963
",Mobile,Bert
"4.82246494293
",Mobile,Bert
"6.60422515869
",Mobile,Bert
"5.09833598137
",Mobile,Bert
"5.27756810188
",Mobile,Bert
"5.05540299416
",Mobile,Bert
"6.44329500198
",Mobile,Bert
"5.20652508736
",Mobile,Bert
"5.77929091454
",Mobile,Bert
"5.59067583084
",Mobile,Bert
"6.31909704208
",Mobile,Bert
"4.79501891136
",Mobile,Bert
"6.38024806976
",Mobile,Bert
"5.03814291954
",Mobile,Bert
"6.8787560463
",Mobile,Bert
"5.42594790459
",Mobile,Bert
"6.88642978668
",Mobile,Bert
"5.0988509655
",Mobile,Bert
"5.07593512535
",Mobile,Bert
"7.33357691765
",Mobile,Bert
"6.64420604706
",Mobile,Bert
"4.87265205383
",Mobile,Bert
"5.05134987831
",Mobile,Bert
"5.20938205719
",Mobile,Bert
"4.9822499752
",Mobile,Bert
"5.42363595963
",Mobile,Bert
"5.50491094589
",Mobile,Bert
"6.18817400932
",Mobile,Bert
"5.36226391792
",Mobile,Bert
"5.49704504013
",Mobile,Bert
"5.10971999168
",Mobile,Bert
"6.799877882
",Mobile,Bert
"5.28266310692
",Mobile,Bert
"5.58631491661
",Mobile,Bert
"5.03359007835
",Mobile,Bert
"5.29333996773
",Mobile,Bert
"4.88059902191
",Mobile,Bert
"4.81266617775
",Mobile,Bert
"5.39068412781
",Mobile,Bert
"5.29228281975
",Mobile,Bert
"5.41186308861
",Mobile,Bert
"6.33154797554
",Mobile,Bert
"4.96258306503
",Mobile,Bert
"4.88110303879
",Mobile,Bert
"6.23717999458
",Mobile,Bert
"5.18520712852
",Mobile,Bert
"5.17396306992
",Mobile,Bert
"5.25956583023
",Mobile,Bert
"4.9403989315
",Mobile,Bert
"5.50547409058
",Mobile,Bert
"4.80133104324
",Mobile,Bert
"5.42987823486
",Mobile,Bert
"5.01815390587
",Mobile,Bert
"4.54888987541
",Mobile,Bert
"4.6946978569
",Mobile,Bert
"5.16403484344
",Mobile,Bert
"5.24240589142
",Mobile,Bert
"5.4881799221
",Mobile,Bert
"6.83864188194
",Mobile,Bert
"5.15417909622
",Mobile,Bert
"4.80874800682
",Mobile,Bert
"5.00606608391
",Mobile,Bert
"5.11891913414
",Mobile,Bert
"5.0331120491
",Mobile,Bert
"5.10705304146
",Mobile,Bert
"5.36405992508
",Mobile,Bert
"6.26087498665
",Mobile,Bert
"5.32047009468
",Mobile,Bert
"4.99286985397
",Mobile,Bert
"5.27592396736
",Mobile,Bert
"5.10891699791
",Mobile,Bert
"4.89889907837
",Mobile,Bert
"4.87363004684
",Mobile,Bert
"5.61118984222
",Mobile,Bert
"5.2768638134
",Mobile,Bert
"5.60955095291
",Mobile,Bert
"5.02298593521
",Mobile,Bert
"4.97192716599
",Mobile,Bert
"7.40765500069
",Mobile,Bert
"4.89230799675
",Mobile,Bert
"5.32424020767
",Mobile,Bert
"4.78216409683
",Mobile,Bert
"4.77543401718
",Mobile,Bert
"5.13428783417
",Mobile,Bert
"5.47452092171
",Mobile,Bert
"5.16575789452
",Mobile,Bert
"4.65416884422
",Mobile,Bert
"5.36816501617
",Mobile,Bert
"6.3212389946
",Mobile,Bert
"5.10147094727
",Mobile,Bert
"4.91472887993
",Mobile,Bert
"5.48824906349
",Mobile,Bert
"5.32223010063
",Mobile,Bert
"6.58765983582
",Mobile,Bert
"5.08901190758
",Mobile,Bert
"7.403455019
",Mobile,Bert
"5.08743715286
",Mobile,Bert
"5.40116500854
",Mobile,Bert
"5.00409507751
",Mobile,Bert
"7.10039901733
",Mobile,Bert
"5.17951488495
",Mobile,Bert
"6.01475095749
",Mobile,Bert
"4.6700720787
",Mobile,Bert
"4.53141212463
",Mobile,Bert
"6.62805986404
",Mobile,Bert
"5.05053806305
",Mobile,Bert
"7.50180387497
",Mobile,Bert
"5.19992518425
",Mobile,Bert
"6.52084708214
",Mobile,Bert
"5.10583615303
",Mobile,Bert
"6.6825799942
",Mobile,Bert
"5.39300203323
",Mobile,Bert
"5.89414811134
",Mobile,Bert
"5.27031302452
",Mobile,Bert
"7.6309800148
",Mobile,Bert
"4.88354587555
",Mobile,Bert
"5.20675206184
",Mobile,Bert
"5.31459116936
",Mobile,Bert
"5.64199209213
",Mobile,Bert
"6.1186850071
",Mobile,Bert
"5.30244088173
",Mobile,Bert
"5.89278006554
",Mobile,Bert
"6.19629597664
",Mobile,Bert
"4.89619994164
",Mobile,Bert
"4.58806300163
",Mobile,Bert
"5.97493910789
",Mobile,Bert
"5.12630605698
",Mobile,Bert
"5.70388698578
",Mobile,Bert
"5.21501111984
",Mobile,Bert
"4.77424716949
",Mobile,Bert
"5.71235108376
",Mobile,Bert
"5.36204409599
",Mobile,Bert
"5.62699198723
",Mobile,Bert
"5.57483291626
",Mobile,Bert
"4.79967594147
",Mobile,Bert
"4.82100009918
",Mobile,Bert
"4.90402603149
",Mobile,Bert
"5.09628415108
",Mobile,Bert
"4.9648399353
",Mobile,Bert
"4.612388134
",Mobile,Bert
"5.31953501701
",Mobile,Bert
"4.76090407372
",Mobile,Bert
"5.22362613678
",Mobile,Bert
"5.10487699509
",Mobile,Bert
"4.88895893097
",Mobile,Bert
"5.49743390083
",Mobile,Bert
"5.87107110023
",Mobile,Bert
"4.8256919384
",Mobile,Bert
"4.97443294525
",Mobile,Bert
"5.43249082565
",Mobile,Bert
"6.09594702721
",Mobile,Bert
"5.48603105545
",Mobile,Bert
"4.83031105995
",Mobile,Bert
"6.09863400459
",Mobile,Bert
"5.26748609543
",Mobile,Bert
"6.40083479881
",Mobile,Bert
"4.83414793015
",Mobile,Bert
"4.99530410767
",Mobile,Bert
"5.08019089699
",Mobile,Bert
"7.19217610359
",Mobile,Bert
"5.18972086906
",Mobile,Bert
"4.71070384979
",Mobile,Bert
"4.82304382324
",Mobile,Bert
"4.77591395378
",Mobile,Bert
"4.78651309013
",Mobile,Bert
"6.714427948
",Mobile,Bert
"5.58396315575
",Mobile,Bert
"5.11345791817
",Mobile,Bert
"4.76978707314
",Mobile,Bert
"5.52640604973
",Mobile,Bert
"5.22039699554
",Mobile,Bert
"7.07755899429
",Mobile,Bert
"5.10146999359
",Mobile,Bert
"4.79066610336
",Mobile,Bert
"5.0956659317
",Mobile,Bert
"5.39198207855
",Mobile,Bert
"5.10214281082
",Mobile,Bert
"4.83040499687
",Mobile,Bert
"4.9728717804
",Mobile,Bert
"5.20353078842
",Mobile,Bert
"4.99278187752
",Mobile,Bert
"5.3856959343
",Mobile,Bert
"4.71173286438
",Mobile,Bert
"5.09937691689
",Mobile,Bert
"5.42729997635
",Mobile,Bert
"5.15444684029
",Mobile,Bert
"6.40470480919
",Mobile,Bert
"4.58303594589
",Mobile,Bert
"5.30359482765
",Mobile,Bert
"5.09740710258
",Mobile,Bert
"4.97860002518
",Mobile,Bert
"5.2085249424
",Mobile,Bert
"5.29838514328
",Mobile,Bert
"6.78018307686
",Mobile,Bert
"4.91201281548
",Mobile,Bert
"4.89503979683
",Mobile,Bert
"4.77957582474
",Mobile,Bert
"4.93485593796
",Mobile,Bert
"4.98413300514
",Mobile,Bert
"4.80352497101
",Mobile,Bert
"4.61709904671
",Mobile,Bert
"6.20512199402
",Mobile,Bert
"5.17041897774
",Mobile,Bert
"5.60369110107
",Mobile,Bert
"5.1038749218
",Mobile,Bert
"5.71193408966
",Mobile,Bert
"6.60748314857
",Mobile,Bert
"5.44407892227
",Mobile,Bert
"4.818598032
",Mobile,Bert
"5.57296895981
",Mobile,Bert
"4.89613199234
",Mobile,Bert
"4.78471708298
",Mobile,Bert
"4.93189191818
",Mobile,Bert
"4.55855512619
",Mobile,Bert
"4.54196882248
",Mobile,Bert
"5.66844296455
",Mobile,Bert
"5.30159783363
",Mobile,Bert
"5.50068616867
",Mobile,Bert
"5.00444316864
",Mobile,Bert
"5.29068613052
",Mobile,Bert
"5.90320396423
",Mobile,Bert
"5.1070318222
",Mobile,Bert
"5.28232908249
",Mobile,Bert
"5.80360007286
",Mobile,Bert
"4.93316888809
",Mobile,Bert
"5.87707185745
",Mobile,Bert
"6.27438402176
",Mobile,Bert
"5.32761502266
",Mobile,Bert
"4.98585295677
",Mobile,Bert
"4.7767431736
",Mobile,Bert
"5.3233730793
",Mobile,Bert
"5.0799241066
",Mobile,Bert
"5.31877803802
",Mobile,Bert
"5.38347601891
",Mobile,Bert
"4.90088415146
",Mobile,Bert
"4.69942593575
",Mobile,Bert
"5.8932800293
",Mobile,Bert
"5.30431890488
",Mobile,Bert
"5.58772492409
",Mobile,Bert
"5.19770479202
",Mobile,Bert
"5.38538789749
",Mobile,Bert
"5.22628808022
",Mobile,Bert
"4.85398101807
",Mobile,Bert
"5.13293004036
",Mobile,Bert
"4.70428204536
",Mobile,Bert
"5.4979159832
",Mobile,Bert
"5.00392317772
",Mobile,Bert
"5.88426208496
",Mobile,Bert
"5.28170013428
",Mobile,Bert
"5.44334697723
",Mobile,Bert
"5.89777398109
",Mobile,Bert
"5.41800904274
",Mobile,Bert Pruned
"7.55046200752
",Mobile,Bert Pruned
"5.52850794792
",Mobile,Bert Pruned
"5.84015989304
",Mobile,Bert Pruned
"8.80771112442
",Mobile,Bert Pruned
"5.20296788216
",Mobile,Bert Pruned
"6.30495500565
",Mobile,Bert Pruned
"5.03934597969
",Mobile,Bert Pruned
"5.46212387085
",Mobile,Bert Pruned
"5.5924808979
",Mobile,Bert Pruned
"5.99847912788
",Mobile,Bert Pruned
"5.00058794022
",Mobile,Bert Pruned
"5.48409795761
",Mobile,Bert Pruned
"5.89920091629
",Mobile,Bert Pruned
"5.2586889267
",Mobile,Bert Pruned
"8.65514206886
",Mobile,Bert Pruned
"5.28806495667
",Mobile,Bert Pruned
"7.00600886345
",Mobile,Bert Pruned
"5.29496216774
",Mobile,Bert Pruned
"6.1420519352
",Mobile,Bert Pruned
"5.07350707054
",Mobile,Bert Pruned
"5.68414711952
",Mobile,Bert Pruned
"4.8905608654
",Mobile,Bert Pruned
"5.20227503777
",Mobile,Bert Pruned
"6.40538597107
",Mobile,Bert Pruned
"4.5944108963
",Mobile,Bert Pruned
"5.21426081657
",Mobile,Bert Pruned
"5.38605499268
",Mobile,Bert Pruned
"4.99313092232
",Mobile,Bert Pruned
"5.09956407547
",Mobile,Bert Pruned
"4.79580402374
",Mobile,Bert Pruned
"4.68780589104
",Mobile,Bert Pruned
"5.00171399117
",Mobile,Bert Pruned
"5.40931510925
",Mobile,Bert Pruned
"4.69393491745
",Mobile,Bert Pruned
"5.03458809853
",Mobile,Bert Pruned
"4.48068714142
",Mobile,Bert Pruned
"5.17615199089
",Mobile,Bert Pruned
"4.92375183105
",Mobile,Bert Pruned
"4.98207521439
",Mobile,Bert Pruned
"5.09174394608
",Mobile,Bert Pruned
"4.87506198883
",Mobile,Bert Pruned
"5.44865202904
",Mobile,Bert Pruned
"5.35618901253
",Mobile,Bert Pruned
"6.01098918915
",Mobile,Bert Pruned
"5.01042890549
",Mobile,Bert Pruned
"5.51248502731
",Mobile,Bert Pruned
"5.814453125
",Mobile,Bert Pruned
"5.49305510521
",Mobile,Bert Pruned
"5.38435411453
",Mobile,Bert Pruned
"5.1893799305
",Mobile,Bert Pruned
"5.58936500549
",Mobile,Bert Pruned
"6.41267895699
",Mobile,Bert Pruned
"5.17488408089
",Mobile,Bert Pruned
"5.07027101517
",Mobile,Bert Pruned
"5.41861605644
",Mobile,Bert Pruned
"5.12188386917
",Mobile,Bert Pruned
"5.49683594704
",Mobile,Bert Pruned
"5.09669589996
",Mobile,Bert Pruned
"6.39624500275
",Mobile,Bert Pruned
"4.80553388596
",Mobile,Bert Pruned
"5.48584794998
",Mobile,Bert Pruned
"4.83808517456
",Mobile,Bert Pruned
"5.59117698669
",Mobile,Bert Pruned
"5.68023991585
",Mobile,Bert Pruned
"5.11906099319
",Mobile,Bert Pruned
"5.58177113533
",Mobile,Bert Pruned
"5.29294705391
",Mobile,Bert Pruned
"5.10990095139
",Mobile,Bert Pruned
"5.78086018562
",Mobile,Bert Pruned
"5.39356422424
",Mobile,Bert Pruned
"5.39550995827
",Mobile,Bert Pruned
"5.00524115562
",Mobile,Bert Pruned
"5.17774009705
",Mobile,Bert Pruned
"4.91131806374
",Mobile,Bert Pruned
"5.1235408783
",Mobile,Bert Pruned
"4.79408693314
",Mobile,Bert Pruned
"4.89490294456
",Mobile,Bert Pruned
"5.09691309929
",Mobile,Bert Pruned
"5.99516916275
",Mobile,Bert Pruned
"5.59049797058
",Mobile,Bert Pruned
"5.20316004753
",Mobile,Bert Pruned
"5.68925213814
",Mobile,Bert Pruned
"5.09346199036
",Mobile,Bert Pruned
"4.85920381546
",Mobile,Bert Pruned
"5.13820195198
",Mobile,Bert Pruned
"4.73754191399
",Mobile,Bert Pruned
"5.07008314133
",Mobile,Bert Pruned
"5.02645516396
",Mobile,Bert Pruned
"5.23831415176
",Mobile,Bert Pruned
"6.03669095039
",Mobile,Bert Pruned
"5.19629812241
",Mobile,Bert Pruned
"5.29089593887
",Mobile,Bert Pruned
"5.73387002945
",Mobile,Bert Pruned
"5.3144659996
",Mobile,Bert Pruned
"5.26138496399
",Mobile,Bert Pruned
"5.2364730835
",Mobile,Bert Pruned
"5.04555392265
",Mobile,Bert Pruned
"4.93471097946
",Mobile,Bert Pruned
"4.96405410767
",Mobile,Bert Pruned
"5.00937581062
",Mobile,Bert Pruned
"6.80644416809
",Mobile,Bert Pruned
"4.59395503998
",Mobile,Bert Pruned
"5.89115595818
",Mobile,Bert Pruned
"5.28821897507
",Mobile,Bert Pruned
"4.49939203262
",Mobile,Bert Pruned
"4.9979569912
",Mobile,Bert Pruned
"5.41137385368
",Mobile,Bert Pruned
"4.94895100594
",Mobile,Bert Pruned
"4.7517619133
",Mobile,Bert Pruned
"5.49714112282
",Mobile,Bert Pruned
"5.10338115692
",Mobile,Bert Pruned
"5.68306493759
",Mobile,Bert Pruned
"5.03812599182
",Mobile,Bert Pruned
"5.26531887054
",Mobile,Bert Pruned
"5.40062999725
",Mobile,Bert Pruned
"4.89634203911
",Mobile,Bert Pruned
"5.31240916252
",Mobile,Bert Pruned
"4.8869600296
",Mobile,Bert Pruned
"5.39810705185
",Mobile,Bert Pruned
"4.89022612572
",Mobile,Bert Pruned
"5.21267199516
",Mobile,Bert Pruned
"7.57674908638
",Mobile,Bert Pruned
"5.31906294823
",Mobile,Bert Pruned
"5.18820500374
",Mobile,Bert Pruned
"5.40496993065
",Mobile,Bert Pruned
"5.02663612366
",Mobile,Bert Pruned
"5.26729607582
",Mobile,Bert Pruned
"5.28941702843
",Mobile,Bert Pruned
"4.30564904213
",Mobile,Bert Pruned
"5.33922505379
",Mobile,Bert Pruned
"5.58144497871
",Mobile,Bert Pruned
"4.67990779877
",Mobile,Bert Pruned
"5.073554039
",Mobile,Bert Pruned
"5.12746191025
",Mobile,Bert Pruned
"5.08667683601
",Mobile,Bert Pruned
"4.7967607975
",Mobile,Bert Pruned
"5.20104408264
",Mobile,Bert Pruned
"4.78727698326
",Mobile,Bert Pruned
"4.9150788784
",Mobile,Bert Pruned
"5.32993602753
",Mobile,Bert Pruned
"4.76330399513
",Mobile,Bert Pruned
"5.53166699409
",Mobile,Bert Pruned
"5.05550909042
",Mobile,Bert Pruned
"4.86025881767
",Mobile,Bert Pruned
"4.91851305962
",Mobile,Bert Pruned
"4.79410815239
",Mobile,Bert Pruned
"5.08919692039
",Mobile,Bert Pruned
"5.60723519325
",Mobile,Bert Pruned
"5.13962221146
",Mobile,Bert Pruned
"5.22470116615
",Mobile,Bert Pruned
"5.03230690956
",Mobile,Bert Pruned
"4.89528989792
",Mobile,Bert Pruned
"4.9714319706
",Mobile,Bert Pruned
"5.59712004662
",Mobile,Bert Pruned
"4.97705197334
",Mobile,Bert Pruned
"4.62998390198
",Mobile,Bert Pruned
"4.68670511246
",Mobile,Bert Pruned
"4.9180328846
",Mobile,Bert Pruned
"5.2790210247
",Mobile,Bert Pruned
"5.37525510788
",Mobile,Bert Pruned
"5.05555796623
",Mobile,Bert Pruned
"5.40066003799
",Mobile,Bert Pruned
"5.10052704811
",Mobile,Bert Pruned
"4.89691114426
",Mobile,Bert Pruned
"5.19937801361
",Mobile,Bert Pruned
"4.83510088921
",Mobile,Bert Pruned
"4.88390803337
",Mobile,Bert Pruned
"4.76467895508
",Mobile,Bert Pruned
"4.81316995621
",Mobile,Bert Pruned
"4.88840103149
",Mobile,Bert Pruned
"5.29551815987
",Mobile,Bert Pruned
"4.78740906715
",Mobile,Bert Pruned
"4.85755705833
",Mobile,Bert Pruned
"4.38527202606
",Mobile,Bert Pruned
"4.41659498215
",Mobile,Bert Pruned
"5.10543704033
",Mobile,Bert Pruned
"4.6741540432
",Mobile,Bert Pruned
"5.10592603683
",Mobile,Bert Pruned
"4.99236798286
",Mobile,Bert Pruned
"4.6773788929
",Mobile,Bert Pruned
"4.92408704758
",Mobile,Bert Pruned
"5.09866786003
",Mobile,Bert Pruned
"4.89970803261
",Mobile,Bert Pruned
"5.29773497581
",Mobile,Bert Pruned
"4.91045689583
",Mobile,Bert Pruned
"4.98953223228
",Mobile,Bert Pruned
"5.03425192833
",Mobile,Bert Pruned
"5.16064095497
",Mobile,Bert Pruned
"5.20137286186
",Mobile,Bert Pruned
"5.08471894264
",Mobile,Bert Pruned
"4.70250201225
",Mobile,Bert Pruned
"5.27811384201
",Mobile,Bert Pruned
"4.42828512192
",Mobile,Bert Pruned
"4.99757194519
",Mobile,Bert Pruned
"4.91199588776
",Mobile,Bert Pruned
"4.47534704208
",Mobile,Bert Pruned
"4.91382098198
",Mobile,Bert Pruned
"5.49140000343
",Mobile,Bert Pruned
"4.99545192719
",Mobile,Bert Pruned
"5.52642583847
",Mobile,Bert Pruned
"4.85939311981
",Mobile,Bert Pruned
"4.91416811943
",Mobile,Bert Pruned
"5.36553502083
",Mobile,Bert Pruned
"5.14429593086
",Mobile,Bert Pruned
"5.0093319416
",Mobile,Bert Pruned
"5.04467010498
",Mobile,Bert Pruned
"4.87906718254
",Mobile,Bert Pruned
"5.74680304527
",Mobile,Bert Pruned
"5.18746590614
",Mobile,Bert Pruned
"4.87105679512
",Mobile,Bert Pruned
"4.68251490593
",Mobile,Bert Pruned
"4.89626383781
",Mobile,Bert Pruned
"4.91123485565
",Mobile,Bert Pruned
"5.01522302628
",Mobile,Bert Pruned
"4.96907901764
",Mobile,Bert Pruned
"4.59006595612
",Mobile,Bert Pruned
"5.19838905334
",Mobile,Bert Pruned
"5.70494008064
",Mobile,Bert Pruned
"5.00524902344
",Mobile,Bert Pruned
"5.19252490997
",Mobile,Bert Pruned
"5.51149702072
",Mobile,Bert Pruned
"5.17518496513
",Mobile,Bert Pruned
"5.19488096237
",Mobile,Bert Pruned
"5.21483421326
",Mobile,Bert Pruned
"4.70931696892
",Mobile,Bert Pruned
